region_economy,ano,number,GDP per capita (constant 2010 US$),GDP growth (annual %),"Foreign direct investment, net inflows (% of GDP)",GDP per capita growth (annual %),"Foreign direct investment, net outflows (% of GDP)",Final consumption expenditure (annual % growth),"Gross fixed capital formation, private sector (% of GDP)",index_ef,"Manufacturing, value added (% of GDP)","Inflation, consumer prices (annual %)"
Argentina,2009,13,9502.24358504659,-5.91852507634947,1.20643922647566,-6.85422733296183,0.213692689034262,-3.87974975988486,NA,52.3,15.5837772738051,NA
Argentina,2010,43,10385.9644319555,10.1253981561002,2.67516171886537,9.30012832232192,0.227738014604063,10.320842492329,NA,51.2,15.8448608064195,NA
Argentina,2011,48,10883.315359489,6.00395169280579,2.04464008003071,4.78868313859434,0.280668249144006,8.67438748069445,NA,51.7,15.8506983942663,NA
Argentina,2012,19,10649.8372874572,-1.02642045443208,2.80667189982932,-2.14528444981811,0.193202129776027,1.37438159330902,NA,48.0,15.2168009115954,NA
Argentina,2013,8,10784.6306992057,2.40532378079436,1.77920553648531,1.26568517537076,0.161219624584565,3.8769263216905,NA,46.7,15.0110542553443,NA
Argentina,2014,12,10398.6940069464,-2.51261532081396,0.962406650325519,-3.57858050983292,0.364900179293756,-3.311805496047,NA,44.6,14.7727785491821,NA
Argentina,2015,8,10568.1578087083,2.73115982828946,1.97713461784426,1.62966427946265,0.147160030086657,4.15806851197405,NA,44.1,14.1815854549835,NA
Argentina,2016,10,10239.4813479933,-2.08032784377811,0.584749931723909,-3.11006389821465,0.320435945124207,-0.740187841017615,NA,43.8,13.4880259708051,NA
Argentina,2017,20,10404.2635134208,2.66859037935303,1.79196134499023,1.60928234377617,0.179809810735695,3.78613839955241,NA,50.4,12.8526557470863,NA
Argentina,2018,31,10043.5085520823,-2.48179244509274,2.28380594250566,-3.46737624314432,0.346666550890868,-2.5187531867424,NA,52.3,12.6909925865594,34.2772237131008
Bolivia,2000,8,1601.41665812106,2.50780755336397,8.76825043369255,0.544926184712779,0.033341619086493,2.27348170911559,12.8215298453111,65.0,13.2411066356404,4.60822998872598
Bolivia,2001,-1,1597.64201121273,1.68380093902091,8.66858332428431,-0.235706734357976,0.0316893444429144,1.47932276772431,8.55204840082121,68.0,13.3447710775211,1.58965377879568
Bolivia,2002,0,1606.90467715541,2.4855648471145,8.55789343094918,0.579771054946548,0.0328885568551709,2.23341539515276,10.1241665634452,65.1,13.0354223800508,0.928258851611061
Bolivia,2003,2,1620.26366392743,2.71134070709702,2.44235447439327,0.831349050253706,0.0343958735502193,2.11231206962894,7.49106174905135,64.3,12.784447851236,3.33727499671533
Bolivia,2004,-2,1657.50512835135,4.17329431803543,0.745772609767832,2.2984817380683,0.0319144628969881,2.94268419593031,5.1036672117543,64.5,12.5074553565844,4.43738080101724
Bolivia,2005,1,1700.18279095051,4.42143476697063,-2.49888003083514,2.57481330640607,0.0314166461005172,3.33301557606225,6.12498417210355,58.4,11.6269452083892,5.39323106890664
Bolivia,2006,1,1750.80304828605,4.79700917087203,2.45168236697263,2.97734206021694,0.0261965968773418,3.96154132872788,6.1783675564083,57.8,11.3316031191812,4.28239604802565
Bolivia,2007,3,1799.49854611382,4.56438275234794,2.79183786661419,2.78132356894432,0.0228655344530355,4.11484183175548,6.71299088657941,54.2,11.4149163906573,8.70560923578869
Bolivia,2008,2,1878.1103131111,6.14849719501387,3.07260183830872,4.36853739987981,0.0179917331934399,5.268962136993,7.45578537098238,53.1,11.1684734598218,14.0068107702519
Bolivia,2009,-1,1909.08458812934,3.35700125894111,2.43967814961289,1.64922554346305,0.0173010458794409,3.69287860679279,6.97363344431825,53.6,11.6167256423393,3.34645420142012
Bolivia,2010,-1,1955.46155736098,4.12671936920815,3.16544354080881,2.42927786018541,-0.146594917427829,3.85534728186173,7.12200563973738,49.4,11.2700220297912,2.5032760584424
Bolivia,2011,1,2024.11732438255,5.20409594656597,3.58444212518589,3.51097503109318,0.00114662747656448,5.47570055072164,8.42945651404687,50.0,10.3384637589044,9.88446419823887
Bolivia,2012,1,2094.02421738306,5.12227466098376,3.91355013777649,3.4536976764347602,0,4.64351569463896,7.83163910715224,50.2,10.2142083318199,4.51560291399368
Bolivia,2013,2,2201.39684777688,6.79601170559745,5.70662213788455,5.12757347801841,0,6.38475520822033,7.74879441595883,47.9,9.92781130691531,5.73640023719613
Bolivia,2014,3,2286.01319823426,5.46056715368503,1.98982484931523,3.84375722818145,-0.100354183413055,5.60167547839157,8.57111714785631,48.4,9.73832788473659,5.7666007457914
Bolivia,2015,0,2361.05658121979,4.85718801458208,1.68072787887629,3.28271871061374,-0.00541424261152561,5.75996815963127,7.8551358964339,46.8,10.1911907997571,4.05961041135646
Bolivia,2016,0,2425.56159007818,4.2639195041269,0.988080149462259,2.73203994226454,0.261824077419329,3.13059755366079,7.72763288565283,47.4,10.9842214139234,3.62321431764138
Bolivia,2017,0,2490.95631434671,4.19520936722277,1.89949327646139,2.69606529621936,0.212466002386411,4.7605243352221,7.50122019153922,47.7,10.4935083402564,2.8227580554717
Bolivia,2018,2,2559.51131656583,4.22362493214148,0.750524784174743,2.7521559420484,-0.209655585637026,4.42296896249796,6.87769460143357,44.1,10.3431518652951,2.27205987230148
Brazil,2000,158,8803.15252917931,4.38794944267383,5.0341286817021,2.91182644263147,0.38098677806877,3.01036912544549,NA,61.1,13.1346595913847,7.04414105947266
Brazil,2001,75,8804.32948764487,1.38989640325894,4.15212683312315,0.0133697384164577,-0.266207866151343,1.2081735661779,NA,61.9,13.0895379357967,6.84035902487525
Brazil,2002,29,8954.83724534174,3.05346185795254,3.26531989954919,1.70947438880017,0.487930518496018,1.91856042247616,NA,61.5,12.3569626659174,8.4501643770833
Brazil,2003,31,8943.82848255785,1.14082899810009,1.813120630893,-0.122936492113425,0.0409781187207275,-0.0219258848461692,NA,63.4,14.4507645634139,14.7149197228147
Brazil,2004,33,9346.03934316368,5.75996463871775,2.71638106510044,4.49707707823583,1.41730957134644,3.9116982713924,NA,62.0,15.0995301566951,6.59718509985962
Brazil,2005,37,9535.41883036578,3.20213137990235,1.73390066852418,2.02630740411568,0.32641233365536,3.82282450854414,NA,61.7,14.7382811350657,6.86953720898965
Brazil,2006,65,9805.72450610977,3.96198872184989,1.74949333731882,2.8347540947357,2.59997482171271,4.86383132042532,NA,60.9,14.108945871671,4.18356812896902
Brazil,2007,132,10293.530341463,6.06987060771837,3.19089484217804,4.97470467428765,1.22120408770607,5.82001509598769,NA,56.2,14.1542648083642,3.64127299102654
Brazil,2008,124,10710.8722205603,5.09419544732717,2.99066328727668,4.05440956846654,1.53997724538948,5.41640399803345,NA,56.2,13.9551768991778,5.67859390284171
Brazil,2009,47,10594.9865923924,-0.125811999414864,1.8884558245792,-1.08194389571234,-0.273054593881951,4.10952269418314,NA,56.7,13.0594621514999,4.88803479876804
Brazil,2010,114,11286.2430162457,7.52822583005563,3.72995568872158,6.52437280430098,1.21161456535862,5.70534447609205,NA,55.6,12.7218338756004,5.03872690108066
Brazil,2011,129,11627.8106505917,3.97442540583816,3.91511319474609,3.02640687298958,0.614139247989717,4.19079342814794,NA,56.3,11.7838003592466,6.63644962213085
Brazil,2012,195,11745.7759262897,1.92115031836302,3.75502209852013,1.01450977525141,0.084507310638377,3.21165652978803,NA,57.9,10.6759423107278,5.40349914037009
Brazil,2013,148,11993.4839848731,3.00484630505706,3.04152449114105,2.10891183467072,0.632621317051395,3.01374074944005,NA,57.7,10.4796310464045,6.204310666401
Brazil,2014,150,11951.2094463497,0.503955740242247,3.57142571130486,-0.352479217688355,0.839043458991178,1.91991001461582,NA,56.9,10.3370973946319,6.32904015516142
Brazil,2015,182,11431.1544808449,-3.54576339269425,3.59214478752915,-4.35148398862317,0.173895912461512,-2.81184852496922,NA,56.6,10.5209207732029,9.02990102416129
Brazil,2016,166,10965.9742614391,-3.27591690782192,4.1373620835702,-4.0694071643008,0.81825920454706,-2.93914114630346,NA,56.5,10.7864511156539,8.73914352329393
Brazil,2017,138,11021.7182622703,1.32286905404399,3.3393463192874,0.508336053889494,1.03452548948609,1.38489534689958,NA,52.9,10.7169802951976,3.44637335032672
Brazil,2018,106,11079.709675038,1.31722399870793,4.14549439380117,0.526155826049262,0.107376736594267,1.65974132818198,NA,51.4,9.78245770208027,3.66485028376724
Chile,2000,30,9419.98294955914,5.32693841912362,6.24191816512269,4.09428735354267,5.12021245975739,3.78398998754064,NA,74.7,16.8798348842822,3.8432729570657
Chile,2001,27,9622.15362871309,3.3030473125087,5.91683227386182,2.14618943830904,2.2678694853507,2.12072098692298,NA,75.1,17.5316535103538,3.56910053001465
Chile,2002,6,9814.65613491896,3.10697053227061,3.65649517082385,2.00061767493953,0.492069371072643,2.16694254739222,NA,77.8,17.5828833432457,2.48939816650703
Chile,2003,-1,10109.6680484322,4.09104768470421,5.32299532741499,3.00583035674246,2.25944326250044,3.81162199883669,NA,76.0,17.0316298217138,2.81017875743615
Chile,2004,19,10726.6448499322,7.20953970945035,6.85135140239301,6.10283936667567,2.16166409181977,7.85451060377835,NA,76.9,15.952256902446,1.05473871403516
Chile,2005,11,11225.0799494747,5.74283048945117,6.06857120800826,4.64670086980279,1.73638880878353,7.36734624619216,NA,77.8,14.2911916111574,3.05257621387848
Chile,2006,15,11808.8347703093,6.31717634314714,4.9010189252585,5.20045134165797,1.42899772552804,7.26669109925176,NA,78.0,12.8876533425822,3.39201733699404
Chile,2007,32,12256.4296859791,4.90532450356156,7.76169195899375,3.79033938890592,2.79457925392071,7.07574501123302,NA,77.7,11.9556940155753,4.40779938398046
Chile,2008,36,12553.7948363739,3.52953055326518,10.283487668176,2.42619717171779,5.09431265588095,3.46536886874549,NA,78.6,11.1448762445778,8.7162687303961
Chile,2009,34,12227.2145300329,-1.5642394429907,8.03710561832576,-2.601446897912,4.19566101100409,0.75082188599869,NA,78.3,11.2356503176306,0.353045178360941
Chile,2010,25,12808.034586422,5.84417729578996,7.33040295464986,4.75022381395627,4.3291005810546,9.39769016117424,NA,77.2,10.7725217139258,1.41071107954318
Chile,2011,35,13455.8378125533,6.11091882913644,9.57360086065511,5.05778792023305,8.02845920223369,7.18041990585114,NA,77.4,11.0115307337692,3.34121694259299
Chile,2012,36,14035.679130826,5.31862800041417,11.3403308233878,4.30921750358573,7.69539483245355,5.65395389402323,NA,78.3,10.8054644162,3.00744840213049
Chile,2013,30,14461.174377579,4.04500429818519,7.48061656407276,3.03152589046083,3.55204582290644,4.28833279014398,NA,79.0,11.1155364846498,1.78955553984587
Chile,2014,28,14561.3261643081,1.76673978360542,9.11034929211946,0.692556386599065,4.91295337445784,2.855166336984,NA,78.7,11.3188913960118,4.71867527854671
Chile,2015,39,14722.3663276289,2.30376703610749,8.63221436612524,1.10594434534089,6.53129370229613,2.5763253957019,NA,78.5,11.6611915777558,4.3487735321705
Chile,2016,33,14771.2576454401,1.67054017329502,4.84769381582623,0.332088719456664,2.793997614324,3.41244752561651,NA,77.7,10.9801551520184,3.78619355893115
Chile,2017,16,14748.5105808779,1.2791833414782,2.10702351209237,-0.153995449190788,1.86202501012244,3.22645651301909,NA,76.5,10.4849530538475,2.18271846868523
Chile,2018,31,15130.1543224458,4.02465296525456,2.03943200885398,2.58767649434913,0.653400070168174,3.70302820704349,NA,75.2,10.6467646967059,2.43488981353058
Colombia,2000,18,4857.80115237848,2.92486148314592,2.43922655930173,1.28736794818924,0.325715963690265,1.40778156110355,NA,63.3,13.9327006536198,9.22257080235504
Colombia,2001,6,4862.50154734803,1.67789830769955,2.58822658457427,0.0967597236302424,0.0164129556355356,1.67493899504238,NA,65.6,14.1371966473471,7.96970293133976
Colombia,2002,4,4908.73012307454,2.50398046550686,2.17806523001415,0.950715907776441,0.874582646329747,1.51142857142371,NA,64.2,14.0329280173486,6.35192507425155
Colombia,2003,4,5026.24215483602,3.91827190359832,1.81790827569731,2.39393954882721,0.990779258773779,2.73338077947665,NA,64.2,14.2374561677284,7.1307416862268
Colombia,2004,9,5219.7923309257,5.33302206745236,2.66108247569192,3.85079290108337,0.164371869333257,4.3291415689378,NA,61.2,14.4134103625529,5.90126181451809
Colombia,2005,14,5392.19057860821,4.70655600893191,7.05011111197025,3.302779818674,3.30313152131467,4.27330220410254,NA,59.6,16.0397466535987,5.05142028722872
Colombia,2006,14,5684.02285577118,6.77940534221133,4.1879926412783,5.41212839028201,0.786495653243831,6.19432255067672,NA,60.4,16.0218611883369,4.29245011787705
Colombia,2007,31,5998.78814293754,6.8486547845695,4.31962624360983,5.53772029341457,0.621659572482282,6.73933016900199,NA,59.9,16.1911398499998,5.54514128187459
Colombia,2008,34,6121.74515048081,3.25704846539303,4.37057176891023,2.04969744910947,1.27636920015873,4.17906873409831,NA,62.2,15.4044634404696,6.99855040288351
Colombia,2009,22,6126.99551489325,1.20542209549299,3.45589485343242,0.0857658116008224,1.50741777474947,1.56696371227345,NA,62.3,14.7748422190295,4.2010447688327
Colombia,2010,39,6326.54946861963,4.34755326848266,2.24743409863955,3.25696262126047,1.91631907089728,5.15959794660266,NA,65.5,13.9893257100015,2.27118326422564
Colombia,2011,42,6726.83468623466,7.36253091447171,4.37938891639192,6.32707006560985,2.51748356442602,6.57006792034711,NA,68.0,13.2366820815098,3.41758959146978
Colombia,2012,35,6926.62519869364,3.90305421927597,4.05855480044245,2.97005236159309,-0.163584440071189,5.21128969311148,NA,68.0,13.1016827807294,3.16732560328694
Colombia,2013,26,7177.46579753109,4.56686977279675,4.24504522947294,3.62139702440898,2.00386276307815,4.82584938574948,NA,69.6,12.6701074353544,2.01809847891195
Colombia,2014,30,7441.31033370509,4.72831224597601,4.24250654263701,3.67601244808095,1.02304565901092,4.63385579359958,NA,70.7,12.2693186420816,2.89781874427855
Colombia,2015,24,7572.36550490706,2.95594590662741,3.99477553061049,1.76118405663533,1.4371375600974,3.40463428982096,NA,71.7,12.4008937581087,4.99023427513779
Colombia,2016,21,7626.00294628467,2.08738250162794,4.89624405592123,0.708331383936113,1.5972250551051,1.62637775831429,NA,70.8,12.297778837716,7.51429322788323
Colombia,2017,16,7613.72657656518,1.35132667631581,4.43782731692061,-0.160980395706162,1.18334954881877,2.35956194455741,NA,69.7,11.4158536134772,4.3121410323773
Colombia,2018,33,7691.74556389965,2.56922098807335,3.48443528450487,1.02471485612077,1.54851640407705,3.9557887559311,NA,68.9,11.215355476899,3.24023413752975
Paraguay,2000,2,3570.35203561891,-2.31414056819048,1.21729436901028,-4.27497756307527,0.111792340011148,-1.85079089416793,NA,64.0,15.6778275044955,8.98215976750022
Paraguay,2001,1,3471.93110517993,-0.834054716746095,1.16763488895181,-2.75661697942127,0.347230133307241,3.19354164135603,NA,60.3,16.2068181252178,7.26806028584821
Paraguay,2002,1,3406.23262609334,-0.0214043949985694,1.25620797120523,-1.89227484924943,1.17422094653587,-2.65335100469218,NA,59.6,16.3934935668139,10.5102420856612
Paraguay,2003,-2,3489.68104109831,4.32074548551591,-0.750191694990596,2.44987422073626,-1.0739312652725,6.2109792997433,NA,58.2,17.5145642129531,14.2367970499143
Paraguay,2004,2,3569.44743813352,4.05741836363771,0.976461922292792,2.28577901807645,0.688871188755063,4.82003594810206,NA,56.7,17.9348637783179,4.32326492967491
Paraguay,2005,0,3587.04538683713,2.13349066459601,0.067986029076693,0.493016048243362,-0.262630961638732,2.19888144589994,NA,53.4,17.9590523871282,6.80738203116371
Paraguay,2006,1,3702.82291801666,4.80711719268376,1.39842122336644,3.22765726924936,0.548050064109533,4.06821456009358,NA,55.6,18.3216271525742,9.5893494112923
Paraguay,2007,2,3848.11898316972,5.42162287218237,0.588028727263447,3.9239269165724,-0.544906620597461,4.61980103963582,NA,58.3,18.1933950444455,8.13047417698579
Paraguay,2008,6,4037.05313652334,6.35912079325512,1.37462392042056,4.90977940598893,0.305215204152861,6.7919319585054,NA,60.0,20.3671200768916,10.1547846489023
Paraguay,2009,-1,3972.63027398075,-0.257971433685171,0.12046054835657,-1.59578931373859,-0.198784746167725,1.70859336152643,NA,61.0,19.8052782587388,2.5919467343056
